0000000001	1528761629.705210979
0000000002	1528761631.681599520
0000000003	1528761632.646289415
0000000004	1528761632.747980144
0000000004	1528761632.802445978
0000000005	1528761633.290092488
0000000005	1528761633.325755405
0000000006	1528761634.928926289
0000000007	1528761635.334821185
0000000008	1528761635.524672904
0000000009	1528761635.875275404
0000000009	1528761635.886481706
0000000010	1528761638.152511028
0000000010	1528761638.173205455
0000000011	1528761639.225538475
0000000011	1528761639.226486184
0000000012	1528761640.698107902
0000000012	1528761640.721502016
0000000013	1528761642.592700453
0000000014	1528761644.828692744
0000000015	1528761645.587894671
0000000007	1528761645.816638629
0000000007	1528761645.857193733
0000000016	1528761646.049054150
0000000016	1528761646.076164254
0000000017	1528761647.099380504
0000000017	1528761647.120507222
0000000018	1528761648.825579670
0000000018	1528761648.852752690
0000000019	1528761653.686298366
0000000019	1528761653.713110657
0000000020	1528761655.783769823
0000000020	1528761655.799970240
0000000021	1528761657.261169093
0000000022	1528761657.631773104
0000000022	1528761657.659320395
0000000023	1528761660.090634769
0000000023	1528761660.145546905
0000000024	1528761660.518274248
0000000025	1528761660.972131123
0000000026	1528761662.504050862
0000000026	1528761662.524208310
0000000027	1528761663.512181174
0000000027	1528761663.535607633
0000000028	1528761663.884188883
0000000028	1528761663.938987372
0000000028	1528761665.631208726
0000000029	1528761665.641982788
0000000007	1528761665.878924663
0000000030	1528761666.396933257
0000000031	1528761667.542089037
0000000032	1528761668.283045495
0000000032	1528761668.303218048
0000000033	1528761668.457344714
0000000034	1528761669.171900808
0000000034	1528761669.173569089
0000000035	1528761672.409981900
0000000036	1528761674.202863879
0000000037	1528761674.514244399
0000000038	1528761674.766339608
0000000039	1528761677.966351638
0000000039	1528761677.987375596
0000000040	1528761679.585421064
0000000040	1528761679.606620387
0000000041	1528761680.237629501
0000000041	1528761680.261597470
0000000029	1528761681.024439449
0000000042	1528761681.541196428
0000000042	1528761681.576327834
0000000043	1528761682.686508198
0000000043	1528761682.720863719
0000000044	1528761683.681769344
0000000045	1528761685.546879864
0000000045	1528761685.617796791
0000000046	1528761685.626852520
0000000046	1528761685.648351322
0000000045	1528761685.688696583
0000000045	1528761685.759595541
0000000007	1528761687.083235592
0000000007	1528761687.124871269
0000000047	1528761687.677710644
0000000048	1528761687.705895957
0000000049	1528761688.539304446
0000000050	1528761690.346763716
0000000051	1528761690.692080435
0000000052	1528761691.218501424
0000000053	1528761691.854971945
0000000053	1528761691.863940226
0000000054	1528761693.052917778
0000000054	1528761693.073127048
0000000055	1528761693.389334340
0000000056	1528761693.927188246
0000000056	1528761693.959498298
0000000057	1528761694.181875121
0000000057	1528761694.199300954
0000000058	1528761695.331303818
0000000059	1528761695.789942100
0000000060	1528761696.028800537
0000000061	1528761697.029912932
0000000061	1528761697.054362568
0000000062	1528761698.239373661
0000000063	1528761698.282923244
0000000064	1528761698.682816265
0000000065	1528761699.614991056
0000000066	1528761699.734377046
0000000038	1528761700.870224754
0000000054	1528761701.431746941
0000000054	1528761701.471024285
0000000067	1528761701.488109493
0000000068	1528761701.891043347
0000000069	1528761703.031928607
0000000070	1528761703.672788034
0000000070	1528761703.696789597
0000000071	1528761704.285048242
0000000071	1528761704.305139648
0000000072	1528761706.004114700
0000000072	1528761706.059190533
0000000073	1528761706.575442668
0000000074	1528761707.501838189
0000000074	1528761707.523164751
0000000075	1528761707.575707460
0000000076	1528761707.658312512
0000000076	1528761707.679663918
0000000077	1528761708.514946470
0000000077	1528761708.535444126
0000000078	1528761709.555301001
0000000079	1528761710.110714386
0000000080	1528761710.893729646
0000000081	1528761711.134423969
0000000082	1528761711.639143656
0000000082	1528761711.663487406
0000000083	1528761715.678218707
0000000083	1528761715.698402248
0000000084	1528761717.017053446
0000000077	1528761718.692561726
0000000077	1528761718.712766310
0000000085	1528761719.890944486
0000000086	1528761720.941727246
0000000086	1528761720.952686309
0000000087	1528761722.838150058
0000000088	1528761722.936314381
0000000089	1528761723.680473391
0000000089	1528761723.699750006
0000000090	1528761724.529382401
0000000091	1528761726.520504952
0000000092	1528761726.530836671
0000000092	1528761726.544549432
0000000093	1528761727.434977973
0000000093	1528761727.459099848
0000000093	1528761727.469424067
0000000094	1528761727.801633129
0000000094	1528761727.835251410
0000000095	1528761728.154807139
0000000095	1528761728.175438650
0000000086	1528761728.347584066
0000000096	1528761728.509349639
0000000097	1528761729.010675212
0000000098	1528761730.646228545
0000000099	1528761731.409302086
0000000100	1528761731.947005211
0000000101	1528761732.065380679
0000000101	1528761732.104905627
0000000102	1528761732.439297502
0000000103	1528761733.256874898
0000000104	1528761733.771254012
0000000104	1528761733.780295054
0000000104	1528761733.800107033
0000000105	1528761736.675014324
0000000106	1528761738.510570989
0000000107	1528761739.180015520
0000000108	1528761739.846845468
0000000109	1528761739.902821041
0000000109	1528761739.925136041
0000000110	1528761740.325674166
0000000110	1528761740.342634895
0000000110	1528761740.362793385
0000000111	1528761741.518473176
0000000112	1528761742.580119894
0000000112	1528761742.609760780
0000000112	1528761742.619382707
0000000113	1528761743.433074633
0000000114	1528761744.786055102
0000000115	1528761744.824014008
0000000116	1528761746.650837549
0000000117	1528761747.592240934
0000000118	1528761747.717487444
0000000119	1528761747.962191871
0000000120	1528761749.636422079
0000000120	1528761749.652953902
0000000120	1528761749.670489110
0000000108	1528761749.847093381
0000000108	1528761749.848510100
0000000121	1528761750.572049891
0000000122	1528761750.802835985
0000000122	1528761750.822834787
0000000123	1528761752.280050307
0000000124	1528761752.586668901
0000000125	1528761753.009187442
0000000125	1528761753.024539942
0000000126	1528761753.181002963
0000000126	1528761753.261312442
0000000126	1528761753.270820984
0000000126	1528761753.281312807
0000000121	1528761753.519286452
0000000127	1528761754.107476296
0000000128	1528761754.148467650
0000000129	1528761755.140701921
0000000129	1528761755.161237806
0000000130	1528761755.620403587
0000000131	1528761755.959453639
0000000131	1528761755.964671139
0000000132	1528761757.743927909
0000000133	1528761758.229408899
0000000133	1528761758.249181919
0000000134	1528761758.267351347
0000000135	1528761758.571552232
0000000135	1528761758.572738586
0000000136	1528761758.816208950
0000000137	1528761760.354706242
0000000137	1528761760.407670304
0000000138	1528761760.982351398
0000000138	1528761761.003197439
0000000139	1528761761.530062960
0000000139	1528761761.549749991
0000000140	1528761761.588145304
0000000140	1528761761.609590460
